Date,Time,Annotation,Channel Name,Ocean Region,GES ID (octal),Channel Unit ID,Channel Type,SU Type,Burst Frequency Offset (Hz) BFO,Burst Timing Offset (microseconds) BTO
7/3/14, 17:07:46.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 17:07:46.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 17:07:46.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14,17:07,Last Acknowledged Ground to Air DATA-2 ACARS Message. Link lost at sometime between here and 18:03:41,,,,,,,,
7/3/14, 17:07:48.907,, IOR-R1200-0-36ED, IOR,305,4, R-Channel RX, 0x62 - Acknowledge User Data (R-channel),131,15620
7/3/14,18:03,No Response to Ground to Air DATA-2 ACARS Data. Link lost at sometime between 17:07:48 and here,,,,,,,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, 0x71 - User Data (ISU) - RLS,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:41.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:03:50.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, 0x61 - Request for Acknowledge (RQA) User Data,,
7/3/14, 18:04:00.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, 0x61 - Request for Acknowledge (RQA) User Data,,
7/3/14, 18:04:08.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, 0x61 - Request for Acknowledge (RQA) User Data,,
7/3/14, 18:04:19.420,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, 0x61 - Request for Acknowledge (RQA) User Data,,
7/3/14, 18:04:29.413,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, 0x61 - Request for Acknowledge (RQA) User Data,,
7/3/14,18:04,Last of five requests for Acknowledge to the Air DATA-2 ACARS Data at 18:03,,,,,,,,
7/3/14,18:05:11,Data-2 Ground to Air transmission automatic ACARS retransmission after expiry of 90 sec timer. Terminal is not responding.,,,,,,,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, 0x71 - User Data (ISU) - RLS,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:11.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:05:21.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, 0x61 - Request for Acknowledge (RQA) User Data,,
7/3/14, 18:05:32.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, 0x61 - Request for Acknowledge (RQA) User Data,,
7/3/14, 18:05:42.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, 0x61 - Request for Acknowledge (RQA) User Data,,
7/3/14, 18:05:51.405,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, 0x61 - Request for Acknowledge (RQA) User Data,,
7/3/14, 18:05:59.905,, IOR-P10500-0-3859, IOR,305,10, P-Channel TX, 0x61 - Request for Acknowledge (RQA) User Data,,
7/3/14,18:25,Log-On Request initiated from the aircraft terminal. This is the end of the link lost period that began at sometime between 17:07:48 and 18:03:41.,,,,,,,,
7/3/14, 18:25:27.421,, IOR-R600-0-36E1, IOR,305,8, R-Channel RX, 0x10 - Log-on Request (ISU)/Log-on Flight Information(SSU),142,17120
7/3/14, 18:25:28.852,, IOR-P600-0-36FC, IOR,305,10, P-Channel TX, 0x11 - Log-on Confirm,,
7/3/14, 18:25:29.572,, IOR-P600-0-36FC, IOR,305,10, P-Channel TX, 0x40 - P-/R-Channel Control (ISU),,
7/3/14, 18:25:29.572,, IOR-P600-0-36FC, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:25:30.213,, IOR-P600-0-36FC, IOR,305,10, P-Channel TX, 0x41 - T-Channel Control (ISU),,
7/3/14, 18:25:30.213,, IOR-P600-0-36FC, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:25:34.461,, IOR-R1200-0-36ED, IOR,305,4, R-Channel RX, 0x15 - Log-on/Log-off Acknowledge,273,51700
7/3/14, 18:25:35.408,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x15 - Log-on/Log-off Acknowledge,,
7/3/14, 18:27:03.905,, IOR-R1200-0-36ED, IOR,305,4, R-Channel RX, Eleven Octet User Data,176,12560
7/3/14, 18:27:04.405,, IOR-R1200-0-36ED, IOR,305,4, R-Channel RX, Four Octet User Data,175,12520
7/3/14, 18:27:04.907,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x62 - Acknowledge User Data,,
7/3/14, 18:27:06.407,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x71 - User Data (ISU) - RLS,,
7/3/14, 18:27:06.407,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:27:08.404,, IOR-R1200-0-36ED, IOR,305,4, R-Channel RX, 0x62 - Acknowledge User Data (R-channel),172,12520
7/3/14, 18:28:05.904,, IOR-R1200-0-36ED, IOR,305,4, R-Channel RX, 0x22 - Access Request (R/T-Channel),144,12500
7/3/14, 18:28:06.407,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x51 - T-Channel Assignment,,
7/3/14, 18:28:10.260,, IOR-T1200-0-36D7, IOR,305,8, T-Channel RX, 0x71 - User Data (ISU) - RLS,148,7540
7/3/14, 18:28:10.398,, IOR-T1200-0-36D7, IOR,305,8, T-Channel RX, Subsequent Signalling Unit,148,7540
7/3/14, 18:28:10.559,, IOR-T1200-0-36D7, IOR,305,8, T-Channel RX, Subsequent Signalling Unit,147,7540
7/3/14, 18:28:10.718,, IOR-T1200-0-36D7, IOR,305,8, T-Channel RX, Subsequent Signalling Unit,147,7540
7/3/14, 18:28:10.879,, IOR-T1200-0-36D7, IOR,305,8, T-Channel RX, Subsequent Signalling Unit,147,7540
7/3/14, 18:28:11.054,, IOR-T1200-0-36D7, IOR,305,8, T-Channel RX, Subsequent Signalling Unit,147,7540
7/3/14, 18:28:11.907,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x62 - Acknowledge User Data,,
7/3/14, 18:28:12.907,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x71 - User Data (ISU) - RLS,,
7/3/14, 18:28:12.907,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
7/3/14, 18:28:14.904,, IOR-R1200-0-36ED, IOR,305,4, R-Channel RX, 0x62 - Acknowledge User Data (R-channel),143,12480
7/3/14,18:39,Ground Initiated to Air Telephony Call - Zero Duration (Not Answered),,,,,,,,
7/3/14, 18:39:52.907,, IOR-P10500-0-386B, IOR, 301 10, P-Channel TX, 0x20 - Access Request/Call Announcement Telephone/Circuit-Mode Data,,,
7/3/14, 18:39:52.907,, IOR-P10500-0-386B, IOR, 301 10, P-Channel TX, 0x33 - C-Channel Assignment (Regularity),,,
7/3/14, 18:39:52.907,, IOR-P10500-0-386B, IOR, 301 10, P-Channel TX, 0x20 - Access Request/Call Announcement Telephone/Circuit-Mode Data,,,
7/3/14, 18:39:52.907,, IOR-P10500-0-386B, IOR, 301 10, P-Channel TX, 0x33 - C-Channel Assignment (Regularity),,,
7/3/14, 18:39:55.354,, IOR-3730-21000, IOR,305, 6 C-Channel RX 0x30 - Call Progress - Test,88,,,
7/3/14, 18:40:56.354,, IOR-3730-21000, IOR,305, 6 C-Channel RX 0x30 - Call Progress - Channel Release,90,,,
7/3/14,19:41,Handshake Request with response,,,,,,,,
7/3/14, 19:41:00.910,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x14 - Log Control - Log-on Interrogation,,
7/3/14, 19:41:02.906,, IOR-R1200-0-36ED, IOR,305,4, R-Channel RX, 0x15 - Log-on/Log-off Acknowledge,111,11500
7/3/14,20:41,Handshake Request with response,,,,,,,,
7/3/14, 20:41:02.907,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x14 - Log Control - Log-on Interrogation,,
7/3/14, 20:41:04.904,, IOR-R1200-0-36ED, IOR,305,4, R-Channel RX, 0x15 - Log-on/Log-off Acknowledge,141,11740
7/3/14,21.41,Handshake Request with response,,,,,,,,
7/3/14, 21:41:24.907,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x14 - Log Control - Log-on Interrogation,,
7/3/14, 21:41:26.905,, IOR-R1200-0-36ED, IOR,305,4, R-Channel RX, 0x15 - Log-on/Log-off Acknowledge,168,12780
7/3/14,22.41,Handshake Request with response,,,,,,,,
7/3/14, 22:41:19.907,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x14 - Log Control - Log-on Interrogation,,
7/3/14, 22:41:21.906,, IOR-R1200-0-36ED, IOR,305,4, R-Channel RX, 0x15 - Log-on/Log-off Acknowledge,204,14540
7/3/14,23.13,Ground Initiated to Air Telephony Call - Zero Duration (Not Answered),,,,,,,,
7/3/14, 23:13:58.407,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x20 - Access Request/Call Announcement Telephone/Circuit-Mode Data,,
7/3/14, 23:13:58.407,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x33 - C-Channel Assignment (Regularity),,
7/3/14, 23:14:00.904,, IOR-3737-21000, IOR,305, 6 C-Channel RX 0x30 - Call Progress - Test 216,,,,
7/3/14, 23:15:02.032,, IOR-3737-21000, IOR,305, 6 C-Channel RX 0x30 - Call Progress - Channel Release 219,,,,
8/3/14,0:10:58,Handshake Request with response,,,,,,,,
8/3/14, 00:10:58.000,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x14 - Log Control - Log-on Interrogation,,
8/3/14, 00:10:59.928,, IOR-R1200-0-36ED, IOR,305,4, R-Channel RX, 0x15 - Log-on/Log-off Acknowledge,252,18040
8/3/14,0:19:29,Log-On Request (reported as a Partial Handshake) initiated from the aircraft terminal,,,,,,,,
8/3/14, 00:19:29.416,, IOR-R600-0-36F8, IOR,305,10, R-Channel RX, 0x10 - Log-on Request (ISU)/Log-on Flight Information(SSU),182,23000
8/3/14, 00:19:31.572,, IOR-P600-0-36FC, IOR,305,10, P-Channel TX, 0x11 - Log-on Confirm,,
8/3/14, 00:19:32.212,, IOR-P600-0-36FC, IOR,305,10, P-Channel TX, 0x40 - P-/R-Channel Control (ISU),,
8/3/14, 00:19:32.212,, IOR-P600-0-36FC, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
8/3/14, 00:19:32.852,, IOR-P600-0-36FC, IOR,305,10, P-Channel TX, 0x41 - T-Channel Control (ISU),,
8/3/14, 00:19:32.852,, IOR-P600-0-36FC, IOR,305,10, P-Channel TX, Subsequent Signalling Unit,,
8/3/14,0:19:37,Note that the following R-Channel burst at 00:19:37.443 is the last transmission received from the aircraft terminal,,,,,,,,
8/3/14, 00:19:37.443,, IOR-R1200-0-36F6, IOR,305,10, R-Channel RX, 0x15 - Log-on/Log-off Acknowledge -2 49660,,
8/3/14, 00:19:38.407,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x15 - Log-on/Log-off Acknowledge,,
8/3/14,1:15:56,Handshake Request - No Response from Aircraft Terminal,,,,,,,,
8/3/14, 01:15:56.000,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x14 - Log Control - Log-on Interrogation,,
8/3/14,1:16:06,Handshake Request - No Response from Aircraft Terminal,,,,,,,,
8/3/14, 01:16:06.000,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x14 - Log Control - Log-on Interrogation,,
8/3/14,1:16:15,Handshake Request - No Response from Aircraft Terminal,,,,,,,,
8/3/14, 01:16:15.000,, IOR-P10500-0-386B, IOR,305,10, P-Channel TX, 0x14 - Log Control - Log-on Interrogation,,
